Date,Time,Mockes Dam Level,MockesDamLevelpercent,RecommendedMaselspoortSupply,Maselspoort24hSupply,DATETIME,MockesFSC
00:00.0,1899-12-31 16:00:00.000,0.026,0.98,110,3,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.049,0.97,110,3,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.012,0.99,110,10,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.035,0.98,110,34,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.03,0.98,110,41,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.049,0.97,110,0,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.003,1,110,9,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.021,0.99,110,44,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.039,0.98,110,44,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.035,0.98,110,45,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.012,0.99,110,46,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.044,0.97,110,47,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.021,0.99,110,,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.021,0.99,110,,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.026,0.98,110,,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.044,0.97,110,,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.03,0.98,110,42,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.03,0.98,110,43,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,,,110,45,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.021,0.99,110,44,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.039,0.98,110,44,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.044,0.97,110,43,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.021,0.99,110,42,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.021,0.99,110,42,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.039,0.98,110,41,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.026,0.98,110,18,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.021,0.99,110,4,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.026,0.98,110,0,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.039,0.98,110,0,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.016,0.99,110,33,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.021,0.99,110,44,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.058,0.97,110,44,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.016,0.99,110,44,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.021,0.99,110,,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.026,0.98,110,,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.021,0.99,110,,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.039,0.98,110,,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.012,0.99,110,,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.039,0.98,110,,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.007,1,110,,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.049,0.97,110,,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.021,0.99,110,,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.049,0.97,110,,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.03,0.98,110,9,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.012,0.99,110,38,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.016,0.99,110,43,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.026,0.98,110,44,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.021,0.99,110,44,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.03,0.98,110,43,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.021,0.99,110,43,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.007,1,110,42,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.044,0.97,110,44,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.007,1,110,32,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.03,0.98,110,1,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.053,0.97,110,0,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.058,0.97,110,0,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.067,0.96,110,0,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.035,0.98,110,43,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.035,0.98,110,8,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.007,1,110,12,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.021,0.99,110,2,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.021,0.99,110,0,00:00.0,100
00:00.0,1899-12-31 06:00:00.000,0.016,0.99,110,0,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.021,0.99,110,0,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.021,0.99,110,0,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.044,0.97,110,29,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.016,0.99,110,44,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.021,0.99,110,42,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.021,0.99,110,44,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.035,0.98,110,32,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.053,0.97,110,3,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.003,1,110,0,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.03,0.98,110,0,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.058,0.97,110,38,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.003,1,110,43,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.053,0.97,110,45,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.03,0.98,110,45,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.076,0.95,110,38,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.035,0.98,110,23,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.03,0.98,110,0,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.03,0.98,110,0,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.007,1,110,5,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.026,0.98,110,32,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.012,0.99,110,22,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.049,0.97,110,44,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.03,0.98,110,44,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.049,0.97,110,43,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.03,0.98,110,43,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.053,0.97,110,44,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.026,0.98,110,37,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.053,0.97,110,7,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.026,0.98,110,0,00:00.0,100
00:00.0,1899-12-31 08:00:00.000,0.067,0.96,110,27,00:00.0,100
00:00.0,1899-12-31 16:00:00.000,0.016,0.99,110,42,00:00.0,100
